student_id,student_country,date_registered,date_watched,minutes_watched,onboarded,paid
259105,KE,2022-01-03,2022-01-03,0.2,1,0
259106,GB,2022-01-03,2022-01-25,32.2,1,1
259106,GB,2022-01-03,2022-01-24,35.2,1,1
259106,GB,2022-01-03,2022-01-23,30.1,1,1
259106,GB,2022-01-03,2022-01-22,37.4,1,1
259106,GB,2022-01-03,2022-01-21,30.3,1,1
259106,GB,2022-01-03,2022-01-20,33.3,1,1
259106,GB,2022-01-03,2022-01-19,32.3,1,1
259106,GB,2022-01-03,2022-01-28,47.8,1,1
259106,GB,2022-01-03,2022-01-26,33.4,1,1
259106,GB,2022-01-03,2022-01-18,31.5,1,1
259106,GB,2022-01-03,2022-01-17,60.3,1,1
259106,GB,2022-01-03,2022-01-15,60.9,1,1
259106,GB,2022-01-03,2022-01-11,0.1,1,1
259106,GB,2022-01-03,2022-01-14,64.6,1,1
259106,GB,2022-01-03,2022-01-13,61.7,1,1
259106,GB,2022-01-03,2022-01-10,60.6,1,1
259106,GB,2022-01-03,2022-01-09,60.4,1,1
259106,GB,2022-01-03,2022-01-08,61,1,1
259106,GB,2022-01-03,2022-01-16,36.4,1,1
259106,GB,2022-01-03,2022-03-25,32.2,1,1
259106,GB,2022-01-03,2022-04-15,72.6,1,1
259106,GB,2022-01-03,2022-04-14,0.5,1,1
259106,GB,2022-01-03,2022-04-11,33.8,1,1
259106,GB,2022-01-03,2022-04-10,40.4,1,1
259106,GB,2022-01-03,2022-03-12,47.5,1,1
259106,GB,2022-01-03,2022-03-10,54.2,1,1
259106,GB,2022-01-03,2022-03-09,31.7,1,1
259106,GB,2022-01-03,2022-03-07,30.8,1,1
259106,GB,2022-01-03,2022-03-06,42.6,1,1
259106,GB,2022-01-03,2022-02-28,41.4,1,1
259106,GB,2022-01-03,2022-03-04,54.4,1,1
259106,GB,2022-01-03,2022-03-03,40.7,1,1
259106,GB,2022-01-03,2022-03-02,37.6,1,1
259106,GB,2022-01-03,2022-02-27,72,1,1
259106,GB,2022-01-03,2022-02-26,46.2,1,1
259106,GB,2022-01-03,2022-02-25,36,1,1
259106,GB,2022-01-03,2022-02-21,32.3,1,1
259106,GB,2022-01-03,2022-02-07,35.6,1,1
259106,GB,2022-01-03,2022-02-20,48.5,1,1
259106,GB,2022-01-03,2022-02-09,35.4,1,1
259106,GB,2022-01-03,2022-03-05,34.5,1,1
259106,GB,2022-01-03,2022-02-23,44.5,1,1
259106,GB,2022-01-03,2022-02-18,33,1,1
259106,GB,2022-01-03,2022-02-10,44.5,1,1
259106,GB,2022-01-03,2022-02-08,31.4,1,1
259106,GB,2022-01-03,2022-02-06,31.9,1,1
259106,GB,2022-01-03,2022-02-05,32.6,1,1
259106,GB,2022-01-03,2022-02-03,30.1,1,1
259106,GB,2022-01-03,2022-02-01,30.2,1,1
259106,GB,2022-01-03,2022-05-23,29.4,1,1
259106,GB,2022-01-03,2022-03-19,41.7,1,1
259106,GB,2022-01-03,2022-03-17,14.2,1,1
259106,GB,2022-01-03,2022-03-16,4.5,1,1
259106,GB,2022-01-03,2022-01-31,30.5,1,1
259106,GB,2022-01-03,2022-01-30,35.8,1,1
259106,GB,2022-01-03,2022-04-09,41.1,1,1
259106,GB,2022-01-03,2022-04-04,33.4,1,1
259106,GB,2022-01-03,2022-04-12,4.6,1,1
259106,GB,2022-01-03,2022-04-06,33.4,1,1
259106,GB,2022-01-03,2022-04-05,32.2,1,1
259106,GB,2022-01-03,2022-04-03,12.2,1,1
259106,GB,2022-01-03,2022-03-24,35.2,1,1
259106,GB,2022-01-03,2022-03-22,30.9,1,1
259106,GB,2022-01-03,2022-03-21,33.4,1,1
259106,GB,2022-01-03,2022-03-20,30.5,1,1
259106,GB,2022-01-03,2022-04-01,1,1,1
259106,GB,2022-01-03,2022-01-07,60.3,1,1
259106,GB,2022-01-03,2022-01-06,61.9,1,1
259106,GB,2022-01-03,2022-03-31,6.5,1,1
259106,GB,2022-01-03,2022-03-30,32.6,1,1
259106,GB,2022-01-03,2022-03-29,28.9,1,1
259106,GB,2022-01-03,2022-01-05,64.1,1,1
259106,GB,2022-01-03,2022-03-28,55.1,1,1
259106,GB,2022-01-03,2022-01-04,60,1,1
259106,GB,2022-01-03,2022-01-03,60.2,1,1
259108,IN,2022-01-03,2022-02-27,2,1,0
259108,IN,2022-01-03,2022-02-25,0.1,1,0
259108,IN,2022-01-03,2022-01-03,3.3,1,0
259108,IN,2022-01-03,2022-01-30,22.7,1,0
259110,US,2022-01-03,2022-01-08,10.8,1,0
259110,US,2022-01-03,2022-01-07,40.4,1,0
259110,US,2022-01-03,2022-01-05,17.4,1,0
259113,MA,2022-01-03,2022-01-03,0.4,1,0
259114,SO,2022-01-03,2022-01-03,2,1,0
259115,NG,2022-01-03,2022-01-03,0.7,1,0
259116,BE,2022-01-03,2022-01-03,37.9,1,0
259118,ZA,2022-01-03,2022-01-13,12.7,1,0
259118,ZA,2022-01-03,2022-01-11,13.9,1,0
259118,ZA,2022-01-03,2022-01-10,26,1,0
259118,ZA,2022-01-03,2022-01-04,45.5,1,0
259121,IN,2022-01-03,2022-01-03,2.1,1,0
259121,IN,2022-01-03,2022-01-08,57.9,1,0
259123,IN,2022-01-03,2022-04-14,3.4,1,0
259123,IN,2022-01-03,2022-04-15,21,1,0
259123,IN,2022-01-03,2022-01-03,41.6,1,0
259125,IN,2022-01-03,2022-01-03,5.6,1,0
259126,RW,2022-01-03,2022-01-03,4.9,1,0
259127,US,2022-01-03,2022-01-03,2.1,1,0
259132,AZ,2022-01-03,2022-01-03,0.4,1,0
259132,AZ,2022-01-03,2022-01-09,1.2,1,0
259132,AZ,2022-01-03,2022-02-06,4.3,1,0
259133,RW,2022-01-03,2022-01-03,2.4,1,0
259134,SE,2022-01-03,2022-01-04,13.6,1,0
259137,CA,2022-01-03,2022-01-03,6,1,0
259138,GH,2022-01-03,2022-01-03,12.6,1,0
259143,PK,2022-01-03,2022-01-05,24.1,1,0
259143,PK,2022-01-03,2022-01-06,0.1,1,0
259144,KZ,2022-01-03,2022-01-03,3,1,0
259145,AZ,2022-01-03,2022-01-03,0.3,1,0
259146,IN,2022-01-03,2022-01-03,3.3,1,0
259149,MA,2022-01-03,2022-01-03,38.2,1,0
259150,NL,2022-01-03,2022-01-03,0.2,1,0
259152,TN,2022-01-03,2022-01-09,9.5,1,0
259152,TN,2022-01-03,2022-01-03,1.2,1,0
259155,US,2022-01-03,2022-01-13,9.2,1,0
259155,US,2022-01-03,2022-01-12,16.2,1,0
259155,US,2022-01-03,2022-01-11,8.2,1,0
259155,US,2022-01-03,2022-01-10,42.4,1,0
259155,US,2022-01-03,2022-01-05,84,1,0
259155,US,2022-01-03,2022-01-03,79.7,1,0
259155,US,2022-01-03,2022-01-04,138.2,1,0
259156,EG,2022-01-03,2022-01-03,2.4,1,0
259158,EG,2022-01-03,2022-01-03,0.5,1,0
259160,ZW,2022-01-03,2022-09-10,1,1,0
259164,EG,2022-01-03,2022-01-03,0.7,1,0
259165,JM,2022-01-03,2022-01-03,0.2,1,0
259167,RW,2022-01-03,2022-01-04,9.2,1,0
259167,RW,2022-01-03,2022-01-03,1.3,1,0
259170,US,2022-01-04,2022-01-04,1.2,1,0
259171,US,2022-01-04,2022-02-08,0.9,1,1
259171,US,2022-01-04,2022-02-04,16.1,1,1
259171,US,2022-01-04,2022-02-03,107.1,1,1
259171,US,2022-01-04,2022-01-05,27.3,1,0
259171,US,2022-01-04,2022-01-28,14.9,1,1
259171,US,2022-01-04,2022-01-26,83.8,1,1
259171,US,2022-01-04,2022-01-04,67.6,1,0
259172,IN,2022-01-04,2022-01-04,7.4,1,0
259174,CA,2022-01-04,2022-04-04,19.8,1,1
259174,CA,2022-01-04,2022-01-05,10,1,0
259174,CA,2022-01-04,2022-01-04,1.3,1,0
259174,CA,2022-01-04,2022-07-29,64.4,1,1
259174,CA,2022-01-04,2022-07-28,73.8,1,1
259174,CA,2022-01-04,2022-07-26,41.6,1,1
259174,CA,2022-01-04,2022-01-22,64.7,1,1
259174,CA,2022-01-04,2022-01-21,1.1,1,1
259174,CA,2022-01-04,2022-07-23,39.1,1,1
259174,CA,2022-01-04,2022-01-20,34.5,1,1
259174,CA,2022-01-04,2022-01-18,73.3,1,1
259174,CA,2022-01-04,2022-07-22,73.6,1,1
259174,CA,2022-01-04,2022-01-24,13.9,1,1
259174,CA,2022-01-04,2022-01-10,43,1,1
259174,CA,2022-01-04,2022-07-24,20.4,1,1
259174,CA,2022-01-04,2022-01-19,44.4,1,1
259174,CA,2022-01-04,2022-01-17,132.5,1,1
259174,CA,2022-01-04,2022-07-25,94.2,1,1
259174,CA,2022-01-04,2022-01-23,150.8,1,1
259174,CA,2022-01-04,2022-01-09,51.9,1,1
259174,CA,2022-01-04,2022-07-21,77,1,1
259174,CA,2022-01-04,2022-01-08,26.9,1,1
259174,CA,2022-01-04,2022-02-04,9.9,1,1
259174,CA,2022-01-04,2022-02-03,60.4,1,1
259174,CA,2022-01-04,2022-02-02,29.1,1,1
259174,CA,2022-01-04,2022-02-01,12.7,1,1
259174,CA,2022-01-04,2022-02-07,91.6,1,1
259174,CA,2022-01-04,2022-01-30,116.7,1,1
259174,CA,2022-01-04,2022-02-06,53.4,1,1
259174,CA,2022-01-04,2022-01-29,45.4,1,1
259174,CA,2022-01-04,2022-01-28,61.5,1,1
259174,CA,2022-01-04,2022-01-26,37.9,1,1
259174,CA,2022-01-04,2022-01-31,67.7,1,1
259174,CA,2022-01-04,2022-01-27,24.3,1,1
259174,CA,2022-01-04,2022-02-08,67.4,1,1
259174,CA,2022-01-04,2022-02-05,119.9,1,1
259174,CA,2022-01-04,2022-01-25,61.1,1,1
259174,CA,2022-01-04,2022-07-27,113.8,1,1
259174,CA,2022-01-04,2022-04-11,17.9,1,1
259174,CA,2022-01-04,2022-04-05,26.8,1,1
259174,CA,2022-01-04,2022-04-01,56.5,1,1
259174,CA,2022-01-04,2022-03-31,66.4,1,1
259174,CA,2022-01-04,2022-03-29,15.7,1,1
259174,CA,2022-01-04,2022-03-27,42.7,1,1
259174,CA,2022-01-04,2022-03-26,60.3,1,1
259174,CA,2022-01-04,2022-03-30,59.8,1,1
259174,CA,2022-01-04,2022-03-25,75.9,1,1
259174,CA,2022-01-04,2022-03-17,23.4,1,1
259174,CA,2022-01-04,2022-03-16,26.1,1,1
259174,CA,2022-01-04,2022-03-24,63.2,1,1
259174,CA,2022-01-04,2022-03-23,17.8,1,1
259174,CA,2022-01-04,2022-03-22,38.3,1,1
259174,CA,2022-01-04,2022-03-13,34.9,1,1
259174,CA,2022-01-04,2022-03-12,3.1,1,1
259174,CA,2022-01-04,2022-03-04,0.1,1,1
259174,CA,2022-01-04,2022-03-03,0.4,1,1
259174,CA,2022-01-04,2022-03-02,0.1,1,1
259174,CA,2022-01-04,2022-02-18,20.4,1,1
259174,CA,2022-01-04,2022-03-21,54,1,1
259174,CA,2022-01-04,2022-03-20,14.6,1,1
259174,CA,2022-01-04,2022-04-10,160.6,1,1
259174,CA,2022-01-04,2022-02-19,10.3,1,1
259174,CA,2022-01-04,2022-02-17,79.3,1,1
259174,CA,2022-01-04,2022-02-16,13.4,1,1
259174,CA,2022-01-04,2022-03-19,91.4,1,1
259174,CA,2022-01-04,2022-02-15,68.1,1,1
259174,CA,2022-01-04,2022-03-18,77.3,1,1
259174,CA,2022-01-04,2022-02-14,77.3,1,1
259174,CA,2022-01-04,2022-02-13,65.3,1,1
259174,CA,2022-01-04,2022-02-12,32.9,1,1
259174,CA,2022-01-04,2022-10-14,0.6,1,1
259174,CA,2022-01-04,2022-03-15,56.9,1,1
259174,CA,2022-01-04,2022-02-11,11.1,1,1
259174,CA,2022-01-04,2022-08-11,37.9,1,1
259174,CA,2022-01-04,2022-01-07,115.7,1,1
259174,CA,2022-01-04,2022-07-20,139.3,1,1
259174,CA,2022-01-04,2022-07-18,58.5,1,1
259174,CA,2022-01-04,2022-01-06,88.2,1,0
259174,CA,2022-01-04,2022-08-10,73,1,1
